"","HGNC","HGNCGeneName","GeneID","Chromosome","StartBP","EndBP","WidthBP","CanonicalTranscript","ProteinTranscript","SYMBOL","chromosome_name","LowExpressionFlag"
"GeneID:101060778","LOC101060778","splicing factor, arginine/serine-rich 19-like","GeneID:101060778","KI270728.1",1345029,1346362,1334,"XM_003960880","XP_003960929","LOC101060778",NA,TRUE
"GeneID:101930526","LOC101930526","uncharacterized LOC101930526","GeneID:101930526","7",65803355,65813841,10487,"XR_250580","","LOC101930526",NA,TRUE
"GeneID:22864","R3HDM2","R3H domain containing 2","GeneID:22864","12",57253765,57310463,56699,"NM_014925","NP_055740","R3HDM2","12",FALSE
"GeneID:1327","COX4I1","cytochrome c oxidase subunit IV isoform 1","GeneID:1327","16",85799567,85807002,7436,"NM_001861","NP_001852","COX4I1","16",FALSE
"GeneID:11099","PTPN21","protein tyrosine phosphatase, non-receptor type 21","GeneID:11099","14",88465778,88554779,89002,"NM_007039","NP_008970","PTPN21","14",FALSE
"GeneID:653252","","","GeneID:653252","10",49941943,49952559,10617,"XM_006710232","XP_006710295","",NA,TRUE
"GeneID:9196","KCNAB3","potassium voltage-gated channel, shaker-related subfamily, beta member 3","GeneID:9196","17",7921859,7929435,7577,"NM_004732","NP_004723","KCNAB3","17",FALSE
"GeneID:6494","SIPA1","signal-induced proliferation-associated 1","GeneID:6494","11",65638107,65650920,12814,"NM_006747","NP_006738","SIPA1","11",FALSE
"GeneID:1641","DCX","doublecortin","GeneID:1641","X",111293779,111411146,117368,"NM_000555","NP_000546","DCX","X",TRUE
"GeneID:693234","MIR649","microRNA 649","GeneID:693234","22",21034176,21034272,97,"NR_030379","","MIR649","22",FALSE
"GeneID:102724443","LOC102724443","uncharacterized LOC102724443","GeneID:102724443","6",104327399,104338680,11282,"XR_427996","","LOC102724443","6",TRUE
"GeneID:64651","CSRNP1","cysteine-serine-rich nuclear protein 1","GeneID:64651","3",39141851,39153611,11761,"NM_033027","NP_149016","CSRNP1","3",TRUE
"GeneID:153364","MBLAC2","metallo-beta-lactamase domain containing 2","GeneID:153364","5",90458203,90474768,16566,"NM_203406","NP_981951","MBLAC2","5",FALSE
"GeneID:801","CALM1","calmodulin 1 (phosphorylase kinase, delta)","GeneID:801","14",90396983,90408275,11293,"NM_006888","NP_008819","CALM1","14",TRUE
"GeneID:100422845","MIR1233-2","microRNA 1233-2","GeneID:100422845","15",34528290,34528371,82,"NR_036261","","MIR1233-2","15",TRUE
"GeneID:100287513","USP17L22","ubiquitin specific peptidase 17-like family member 22","GeneID:100287513","4",9267619,9269211,1593,"NM_001256863","NP_001243792","USP17L22","4",TRUE
"GeneID:26278","SACS","sacsin molecular chaperone","GeneID:26278","13",23328823,23433728,104906,"NM_014363","NP_055178","SACS","13",TRUE
"GeneID:23428","SLC7A8","solute carrier family 7 (amino acid transporter light chain, L system), member 8","GeneID:23428","14",23125295,23183660,58366,"NM_012244","NP_036376","SLC7A8","14",FALSE
"GeneID:100873989","GRM5-AS1","GRM5 antisense RNA 1","GeneID:100873989","11",88504576,88524054,19479,"NR_049724","","GRM5-AS1","11",FALSE
"GeneID:9669","EIF5B","eukaryotic translation initiation factor 5B","GeneID:9669","2",99337371,99400265,62895,"NM_015904","NP_056988","EIF5B","2",FALSE
"GeneID:7275","TUB","tubby bipartite transcription factor","GeneID:7275","11",8038633,8106107,67475,"NM_003320","NP_003311","TUB","11",FALSE
"GeneID:100506492","DSCAM-AS1","DSCAM antisense RNA 1","GeneID:100506492","21",40383083,40385358,2276,"NR_038896","","DSCAM-AS1","21",FALSE
"GeneID:102725369","LOC102725369","uncharacterized LOC102725369","GeneID:102725369","13",100097680,100097731,52,"XR_425864","","LOC102725369",NA,FALSE
"GeneID:100132967","FAM223A","family with sequence similarity 223, member A (non-protein coding)","GeneID:100132967","X",154571248,154571960,713,"NR_027401","","FAM223A","X",TRUE
"GeneID:58485","TRAPPC1","trafficking protein particle complex 1","GeneID:58485","17",7930345,7931949,1605,"NM_021210","NP_067033","TRAPPC1","17",TRUE
"GeneID:594842","HAS2-AS1","HAS2 antisense RNA 1","GeneID:594842","8",121639346,121645325,5980,"NR_002835","","HAS2-AS1","8",TRUE
"GeneID:55623","THUMPD1","THUMP domain containing 1","GeneID:55623","16",20733664,20741877,8214,"NM_017736","NP_060206","THUMPD1","16",TRUE
"GeneID:65981","CAPRIN2","caprin family member 2","GeneID:65981","12",30709552,30754514,44963,"NM_001002259","NP_001002259","CAPRIN2","12",TRUE
"GeneID:101927342","LOC101927342","uncharacterized LOC101927342","GeneID:101927342","1",76011324,76019356,8033,"NR_125939","","LOC101927342","1",TRUE
"GeneID:84458","LCOR","ligand dependent nuclear receptor corepressor","GeneID:84458","10",96833034,96964439,131406,"XM_006718033","XP_006718096","LCOR","10",TRUE
"GeneID:728643","HNRNPA1P33","heterogeneous nuclear ribonucleoprotein A1 pseudogene 33","GeneID:728643","10",46415915,46416456,542,"NR_003277","","HNRNPA1P33","10",TRUE
"GeneID:26584","DUX1","double homeobox 1","GeneID:26584","Y",11314808,11333462,18655,"NM_012146","NP_036278","DUX1","10",TRUE
"GeneID:3815","KIT","v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog","GeneID:3815","4",54657928,54740715,82788,"NM_000222","NP_000213","KIT","4",TRUE
"GeneID:1559","CYP2C9","cytochrome P450, family 2, subfamily C, polypeptide 9","GeneID:1559","10",94938658,94989391,50734,"NM_000771","NP_000762","CYP2C9","10",FALSE
"GeneID:102725041","LOC102725041","uncharacterized LOC102725041","GeneID:102725041","6",25432529,25452054,19526,"XR_431991","","LOC102725041",NA,TRUE
"GeneID:102724779","LOC102724779","uncharacterized LOC102724779","GeneID:102724779","3",190350783,190362291,11509,"XR_427448","","LOC102724779",NA,TRUE
"GeneID:102723838","LOC102723838","uncharacterized LOC102723838","GeneID:102723838","11",102493780,102498801,5022,"XR_428988","","LOC102723838","11",TRUE
"GeneID:100509457","LOC100509457","HLA class II histocompatibility antigen, DQ alpha 1 chain-like","GeneID:100509457","6",32637396,32643649,6254,"XM_005276080","XP_005276137","LOC100509457",NA,TRUE
"GeneID:128367","OR10X1","olfactory receptor, family 10, subfamily X, member 1","GeneID:128367","1",158578919,158579899,981,"NM_001004477","NP_001004477","OR10X1","1",TRUE
"GeneID:139324","HDX","highly divergent homeobox","GeneID:139324","X",84317874,84502479,184606,"NM_144657","NP_653258","HDX","X",FALSE
"GeneID:401040","LOC401040","uncharacterized LOC401040","GeneID:401040","2",239578301,239586094,7794,"XR_109937","","LOC401040","2",TRUE
"GeneID:101927241","LOC101927241","uncharacterized LOC101927241","GeneID:101927241","12",48813762,48814522,761,"XR_245978","","LOC101927241","12",FALSE
"GeneID:1717","DHCR7","7-dehydrocholesterol reductase","GeneID:1717","11",71434411,71448431,14021,"NM_001360","NP_001351","DHCR7","11",TRUE
"GeneID:27032","ATP2C1","ATPase, Ca++ transporting, type 2C, member 1","GeneID:27032","3",130850525,131016712,166188,"NM_001199180","NP_001186109","ATP2C1","3",FALSE
"GeneID:10120","ACTR1B","ARP1 actin-related protein 1 homolog B, centractin beta (yeast)","GeneID:10120","2",97655939,97664098,8160,"NM_005735","NP_005726","ACTR1B","2",TRUE
"GeneID:4913","NTHL1","nth endonuclease III-like 1 (E. coli)","GeneID:4913","16",2039815,2047866,8052,"NM_002528","NP_002519","NTHL1","16",FALSE
"GeneID:100113392","SNORD11B","small nucleolar RNA, C/D box 11B","GeneID:100113392","2",202291317,202291428,112,"NR_003694","","SNORD11B","2",TRUE
"GeneID:117248","GALNT15","polypeptide N-acetylgalactosaminyltransferase 15","GeneID:117248","3",16174677,16229746,55070,"NM_054110","NP_473451","GALNT15","3",TRUE
"GeneID:256355","RPS2P32","ribosomal protein S2 pseudogene 32","GeneID:256355","7",23490388,23491428,1041,"NR_026676","","RPS2P32","7",FALSE
"GeneID:645426","TMEM191C","transmembrane protein 191C","GeneID:645426","22",21467170,21469935,2766,"NM_001207052","NP_001193981","TMEM191C","22",FALSE
"GeneID:100996249","LOC100996249","uncharacterized LOC100996249","GeneID:100996249","7",112618065,112620649,2585,"NR_110159","","LOC100996249","7",TRUE
"GeneID:6591","SNAI2","snail family zinc finger 2","GeneID:6591","8",48917677,48921440,3764,"NM_003068","NP_003059","SNAI2","8",TRUE
"GeneID:1837","DTNA","dystrobrevin, alpha","GeneID:1837","18",34755976,34891844,135869,"NM_001390","NP_001381","DTNA","18",FALSE
"GeneID:5901","RAN","RAN, member RAS oncogene family","GeneID:5901","12",130872072,130876281,4210,"NM_006325","NP_006316","RAN","12",TRUE
"GeneID:23770","FKBP8","FK506 binding protein 8, 38kDa","GeneID:23770","19",18531758,18543573,11816,"NM_012181","NP_036313","FKBP8","19",TRUE
"GeneID:100507423","MKNK1-AS1","MKNK1 antisense RNA 1","GeneID:100507423","1",46538696,46570255,31560,"NR_038403","","MKNK1-AS1","1",FALSE
"GeneID:645682","POU5F1P4","POU class 5 homeobox 1 pseudogene 4","GeneID:645682","1",155433180,155434262,1083,"NR_034180","","POU5F1P4","1",FALSE
"GeneID:80219","COQ10B","coenzyme Q10 homolog B (S. cerevisiae)","GeneID:80219","2",197453507,197475127,21621,"NM_025147","NP_079423","COQ10B","2",FALSE
"GeneID:128178","EDARADD","EDAR-associated death domain","GeneID:128178","1",236394380,236484708,90329,"NM_145861","NP_665860","EDARADD","1",FALSE
"GeneID:23555","TSPAN15","tetraspanin 15","GeneID:23555","10",69451470,69507667,56198,"NM_012339","NP_036471","TSPAN15","10",FALSE
"GeneID:158471","PRUNE2","prune homolog 2 (Drosophila)","GeneID:158471","9",76611376,76906087,294712,"NM_015225","NP_056040","PRUNE2","9",FALSE
"GeneID:26226","FBXW4P1","F-box and WD repeat domain containing 4 pseudogene 1","GeneID:26226","22",23262767,23265005,2239,"NR_033408","","FBXW4P1","22",TRUE
"GeneID:5368","PNOC","prepronociceptin","GeneID:5368","8",28317132,28343355,26224,"NM_006228","NP_006219","PNOC","8",TRUE
"GeneID:4571","TRNP","tRNA-Pro","GeneID:4571","MT",15956,16023,68,"NC_010339-37","","TRNP","MT",FALSE
"GeneID:101928015","LOC101928015","uncharacterized LOC101928015","GeneID:101928015","3",30518876,30527193,8318,"XR_245199","","LOC101928015","3",FALSE
"GeneID:100506599","PPP1R26-AS1","PPP1R26 antisense RNA 1","GeneID:100506599","9",135462718,135472249,9532,"NR_038969","","PPP1R26-AS1","9",TRUE
"GeneID:10938","EHD1","EH-domain containing 1","GeneID:10938","11",64852727,64879713,26987,"NM_001282445","NP_001269374","EHD1","11",TRUE
"GeneID:121457","IKBIP","IKBKB interacting protein","GeneID:121457","12",98624252,98645051,20800,"NM_153687","NP_710154","IKBIP","12",TRUE
"GeneID:22976","PAXIP1","PAX interacting (with transcription-activation domain) protein 1","GeneID:22976","7",154943690,155002972,59283,"NM_007349","NP_031375","PAXIP1","7",FALSE
"GeneID:332","BIRC5","baculoviral IAP repeat containing 5","GeneID:332","17",78214196,78225635,11440,"NM_001012271","NP_001012271","BIRC5","17",TRUE
"GeneID:102725466","LOC102725466","putative POM121-like protein 1-like","GeneID:102725466","6",57937571,57939783,2213,"XR_426056","","LOC102725466",NA,TRUE
"GeneID:100422877","MIR3202-2","microRNA 3202-2","GeneID:100422877","X",153981098,153981176,79,"NR_036175","","MIR3202-2","X",FALSE
"GeneID:6975","TECTB","tectorin beta","GeneID:6975","10",112283656,112305035,21380,"NM_058222","NP_478129","TECTB","10",TRUE
"GeneID:26863","RNVU1-18","RNA, variant U1 small nuclear 18","GeneID:26863","1",143729407,143729570,164,"NR_004400","","RNVU1-18","1",TRUE
"GeneID:90655","TGIF2LY","TGFB-induced factor homeobox 2-like, Y-linked","GeneID:90655","Y",3579085,3580041,957,"NM_139214","NP_631960","TGIF2LY","Y",TRUE
"GeneID:692209","SNORD92","small nucleolar RNA, C/D box 92","GeneID:692209","2",28913662,28913750,89,"NR_003074","","SNORD92","2",FALSE
"GeneID:728621","CCDC30","coiled-coil domain containing 30","GeneID:728621","1",42534889,42654664,119776,"NM_001080850","NP_001074319","CCDC30","1",TRUE
"GeneID:79730","NSUN7","NOP2/Sun domain family, member 7","GeneID:79730","4",40749897,40809985,60089,"NM_024677","NP_078953","NSUN7","4",TRUE
"GeneID:65122","PRAMEF2","PRAME family member 2","GeneID:65122","1",12857086,12861909,4824,"NM_023014","NP_075390","PRAMEF2","1",FALSE
"GeneID:6261","RYR1","ryanodine receptor 1 (skeletal)","GeneID:6261","19",38433700,38587564,153865,"NM_000540","NP_000531","RYR1","19",TRUE
"GeneID:27130","INVS","inversin","GeneID:27130","9",100099220,100301144,201925,"NM_014425","NP_055240","INVS","9",TRUE
"GeneID:56121","PCDHB15","protocadherin beta 15","GeneID:56121","5",141245349,141248234,2886,"NM_018935","NP_061758","PCDHB15","5",FALSE
"GeneID:2063","NR2F6","nuclear receptor subfamily 2, group F, member 6","GeneID:2063","19",17231885,17245342,13458,"NM_005234","NP_005225","NR2F6","19",TRUE
"GeneID:945","CD33","CD33 molecule","GeneID:945","19",51225079,51240019,14941,"NM_001772","NP_001763","CD33","19",TRUE
"GeneID:387032","ZKSCAN4","zinc finger with KRAB and SCAN domains 4","GeneID:387032","6",28244712,28252224,7513,"NM_019110","NP_061983","ZKSCAN4","6",TRUE
"GeneID:768206","PRCD","progressive rod-cone degeneration","GeneID:768206","17",76540039,76545376,5338,"NM_001077620","NP_001071088","PRCD","17",TRUE
"GeneID:137970","UNC5D","unc-5 homolog D (C. elegans)","GeneID:137970","8",35235457,35794663,559207,"NM_080872","NP_543148","UNC5D","8",TRUE
"GeneID:22846","VASH1","vasohibin 1","GeneID:22846","14",76761892,76783020,21129,"NM_014909","NP_055724","VASH1","14",TRUE
"GeneID:65268","WNK2","WNK lysine deficient protein kinase 2","GeneID:65268","9",93184930,93320572,135643,"NM_006648","NP_006639","WNK2","9",TRUE
"GeneID:27164","SALL3","","GeneID:27164","18",78980275,78998969,18695,"NM_171999","NP_741996","SALL3","18",TRUE
"GeneID:101928119","LOC101928119","uncharacterized LOC101928119","GeneID:101928119","9",94920538,94937618,17081,"XR_242649","","LOC101928119","9",TRUE
"GeneID:9524","TECR","trans-2,3-enoyl-CoA reductase","GeneID:9524","19",14529567,14565980,36414,"NM_138501","NP_612510","TECR","19",FALSE
"GeneID:55627","SMPD4","sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)","GeneID:55627","2",130151392,130181757,30366,"NM_017751","NP_060221","SMPD4","2",FALSE
"GeneID:392","ARHGAP1","Rho GTPase activating protein 1","GeneID:392","11",46677075,46700665,23591,"NM_004308","NP_004299","ARHGAP1","11",FALSE
"GeneID:101927220","DEPDC1-AS1","DEPDC1 antisense RNA 1","GeneID:101927220","1",68496676,68538627,41952,"NR_110671","","DEPDC1-AS1","1",FALSE
"GeneID:6009","RHEB","Ras homolog enriched in brain","GeneID:6009","7",151466012,151519924,53913,"NM_005614","NP_005605","RHEB","7",TRUE
"GeneID:692099","FAM86DP","family with sequence similarity 86, member D, pseudogene","GeneID:692099","3",75421552,75435115,13564,"NR_024241","","FAM86DP","3",FALSE
"GeneID:27004","TCL6","T-cell leukemia/lymphoma 6 (non-protein coding)","GeneID:27004","14",95651178,95673452,22275,"NR_028288","","TCL6","14",TRUE
"GeneID:9437","NCR1","","GeneID:9437","19",54906150,54913071,6922,"NM_004829","NP_004820","NCR1","19",TRUE
"GeneID:57533","TBC1D14","TBC1 domain family, member 14","GeneID:57533","4",6909768,7033118,123351,"NM_020773","NP_065824","TBC1D14","4",FALSE
"GeneID:94023","","","GeneID:94023","19",31149877,31150407,531,"NR_026894","","",NA,FALSE
"GeneID:5885","RAD21","RAD21 homolog (S. pombe)","GeneID:5885","8",116845934,116874866,28933,"NM_006265","NP_006256","RAD21","8",FALSE
"GeneID:143379","C10orf82","chromosome 10 open reading frame 82","GeneID:143379","10",116663696,116669970,6275,"NM_144661","NP_653262","C10orf82","10",TRUE
"GeneID:100616415","MIR4535","microRNA 4535","GeneID:100616415","22",48780295,48780353,59,"NR_039761","","MIR4535","22",TRUE
"GeneID:1816","DRD5","dopamine receptor D5","GeneID:1816","4",9781634,9784009,2376,"NM_000798","NP_000789","DRD5","4",FALSE
"GeneID:3161","HMMR","hyaluronan-mediated motility receptor (RHAMM)","GeneID:3161","5",163460511,163491945,31435,"NM_001142556","NP_001136028","HMMR","5",FALSE
"GeneID:440567","UQCRHL","ubiquinol-cytochrome c reductase hinge protein-like","GeneID:440567","1",15807162,15807699,538,"NM_001089591","NP_001083060","UQCRHL","1",FALSE
"GeneID:102724954","LOC102724954","long intergenic non-protein coding RNA 1032","GeneID:102724954","1",192935744,192948257,12514,"NR_126003","","LOC102724954","1",TRUE
"GeneID:8861","LDB1","LIM domain binding 1","GeneID:8861","10",102107560,102120453,12894,"NM_001113407","NP_001106878","LDB1","10",FALSE
"GeneID:147011","PROCA1","protein interacting with cyclin A1","GeneID:147011","17",28703516,28711854,8339,"NM_152465","NP_689678","PROCA1","17",FALSE
"GeneID:8854","ALDH1A2","aldehyde dehydrogenase 1 family, member A2","GeneID:8854","15",57953424,58065923,112500,"NM_003888","NP_003879","ALDH1A2","15",TRUE
"GeneID:146923","RUNDC1","RUN domain containing 1","GeneID:146923","17",42980565,42993690,13126,"NM_173079","NP_775102","RUNDC1","17",TRUE
"GeneID:5925","RB1","retinoblastoma 1","GeneID:5925","13",48303747,48481890,178144,"NM_000321","NP_000312","RB1","13",FALSE
"GeneID:101060588","LOC101060588","uncharacterized LOC101060588","GeneID:101060588","15",30521034,30523573,2540,"XM_006726572","XP_006726635","LOC101060588","15",FALSE
"GeneID:101927283","LOC101927283","uncharacterized LOC101927283","GeneID:101927283","2",111265183,111279481,14299,"XR_244829","","LOC101927283","2",TRUE
"GeneID:55092","TMEM51","transmembrane protein 51","GeneID:55092","1",15153733,15220478,66746,"NM_018022","NP_060492","TMEM51","1",FALSE
"GeneID:23075","SWAP70","SWAP switching B-cell complex 70kDa subunit","GeneID:23075","11",9664081,9752961,88881,"NM_015055","NP_055870","SWAP70","11",TRUE
"GeneID:101928281","LOC101928281","uncharacterized LOC101928281","GeneID:101928281","6",12295693,12314396,18704,"XR_241977","","LOC101928281",NA,FALSE
"GeneID:728090","CT47A2","cancer/testis antigen family 47, member A2","GeneID:728090","X",120948422,120951740,3319,"NM_001080145","NP_001073614","CT47A2","X",TRUE
"GeneID:388591","RNF207","ring finger protein 207","GeneID:388591","1",6206129,6221299,15171,"NM_207396","NP_997279","RNF207","1",FALSE
"GeneID:7006","TEC","tec protein tyrosine kinase","GeneID:7006","4",48135783,48269797,134015,"NM_003215","NP_003206","TEC","4",TRUE
"GeneID:9781","RNF144A","ring finger protein 144A","GeneID:9781","2",6917392,7044179,126788,"NM_014746","NP_055561","RNF144A","2",TRUE
"GeneID:22865","SLITRK3","SLIT and NTRK-like family, member 3","GeneID:22865","3",165186720,165196681,9962,"NM_014926","NP_055741","SLITRK3","3",TRUE
"GeneID:10798","OR5I1","olfactory receptor, family 5, subfamily I, member 1","GeneID:10798","11",55935456,55936400,945,"NM_006637","NP_006628","OR5I1","11",TRUE
"GeneID:101928310","LOC101928310","uncharacterized LOC101928310","GeneID:101928310","7",31234429,31235711,1283,"XR_242154","","LOC101928310",NA,TRUE
